id,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE
9432,14-Mar-89,31,2,10,"$148,545 ",Yes,M,Bachelors,Blue Collar,42,"$31,820 ",9,Sports Car,"$20,145 ",1,10,3
9433,31-Aug-77,43,2,12,"$43,073 ",No,F,Masters,Professional,20,"$36,756 ",5,Minivan,"$1,379 ",0,4,3
9434,10-Feb-73,48,0,12,"$65,384 ",Yes,M,Masters,Home Maker,13,"$29,734 ",1,Sports Car,"$18,699 ",0,0,10
9435,11-Jan-98,23,3,12,"$132,664 ",Yes,M,Masters,Clerical,14,"$14,661 ",1,Sports Car,"$10,551 ",0,5,10
9436,21-Oct-00,20,2,0,"$50,396 ",Yes,M,High School,Doctor,18,"$34,071 ",4,Sports Car,"$9,732 ",0,10,0
9437,7-Sep-95,25,3,9,"$102,494 ",Yes,M,PhD,Clerical,45,"$14,238 ",6,Panel Truck,"$2,506 ",0,4,10
9438,2-Mar-03,17,0,10,"$66,455 ",No,F,PhD,Lawyer,26,"$24,945 ",4,Minivan,"$3,642 ",2,0,9
9439,16-Aug-65,55,3,11,"$54,249 ",No,F,Bachelors,Doctor,38,"$32,146 ",1,Sports Car,"$17,545 ",2,4,4
9440,30-Jun-80,40,2,13,"$148,002 ",No,M,Bachelors,Doctor,26,"$25,488 ",14,Van,"$3,793 ",0,3,13
9441,15-May-78,42,1,6,"$113,112 ",Yes,F,Bachelors,Home Maker,38,"$24,342 ",5,SUV,"$22,224 ",0,9,15
9442,14-Dec-92,28,0,3,"$127,889 ",Yes,M,PhD,Doctor,44,"$18,465 ",3,Van,"$5,184 ",0,0,3
9443,24-Nov-03,17,0,13,"$135,165 ",Yes,M,Bachelors,Blue Collar,28,"$28,663 ",1,Sports Car,"$11,938 ",0,10,4
9444,1-Mar-94,26,4,1,"$101,904 ",Yes,F,PhD,Clerical,32,"$22,430 ",4,Pickup,$511 ,0,1,6
9445,28-Jul-95,25,0,8,"$123,294 ",Yes,F,Masters,Manager,26,"$21,815 ",5,Pickup,"$10,037 ",0,8,2
9446,14-Apr-85,35,3,8,"$52,530 ",No,F,Masters,Student,36,"$20,216 ",4,Sports Car,$900 ,0,2,13
9447,30-May-87,33,3,4,"$46,786 ",Yes,M,High School,Home Maker,15,"$37,285 ",13,SUV,"$16,123 ",2,7,13
9448,27-Mar-02,18,0,7,"$73,954 ",No,F,High School,Blue Collar,26,"$22,740 ",1,Sports Car,"$14,766 ",3,9,13
9449,11-Oct-03,17,1,3,"$60,003 ",Yes,M,Masters,Lawyer,44,"$39,164 ",12,Minivan,"$22,880 ",1,7,15
9450,1-Sep-93,27,0,8,"$71,273 ",No,F,Masters,Clerical,16,"$19,204 ",1,Sports Car,"$11,081 ",0,4,3
9451,4-Jul-84,36,0,11,"$141,821 ",No,M,Masters,Student,23,"$18,578 ",1,Sports Car,$153 ,3,3,0
9452,15-Sep-91,29,3,10,"$86,058 ",Yes,F,PhD,Professional,12,"$27,313 ",7,Panel Truck,"$17,597 ",2,10,14
9453,2-Dec-82,38,0,12,"$123,746 ",Yes,M,Bachelors,Professional,21,"$32,890 ",5,Pickup,"$23,920 ",0,1,8
9454,27-Oct-02,18,4,10,"$79,984 ",No,F,Bachelors,Manager,30,"$20,478 ",8,Van,"$2,487 ",2,7,14
9455,1-Jul-72,48,0,11,"$69,702 ",No,M,Masters,Clerical,33,"$19,811 ",8,Pickup,"$4,195 ",0,6,0
9456,2-May-72,48,0,9,"$36,222 ",Yes,M,High School,Blue Collar,16,"$23,515 ",10,Van,"$14,356 ",0,7,11
9457,1-May-74,46,0,3,"$97,972 ",No,M,Bachelors,Blue Collar,34,"$14,856 ",6,Sports Car,"$17,649 ",3,5,10
9458,29-Apr-65,55,4,1,"$52,643 ",Yes,F,PhD,Lawyer,43,"$21,801 ",2,SUV,"$1,407 ",1,3,6
9459,30-Dec-72,48,4,12,"$138,936 ",No,F,Masters,Professional,37,"$36,385 ",2,SUV,"$15,657 ",2,7,9
9460,25-Feb-81,39,3,4,"$102,020 ",No,F,PhD,Lawyer,19,"$15,457 ",8,Sports Car,"$23,977 ",2,8,0
9461,21-Oct-71,49,0,6,"$72,700 ",No,M,PhD,Home Maker,27,"$29,715 ",5,Minivan,"$3,432 ",0,1,11
9462,17-Jan-65,56,3,3,"$142,783 ",No,F,Bachelors,Clerical,24,"$22,007 ",6,Panel Truck,"$1,551 ",0,3,4
9463,7-Jun-89,31,3,13,"$133,698 ",Yes,M,High School,Doctor,42,"$23,455 ",11,Pickup,"$3,465 ",0,2,12
9464,20-May-03,17,0,11,"$34,864 ",Yes,M,PhD,Blue Collar,31,"$20,793 ",10,SUV,"$18,810 ",0,7,6
9465,16-Feb-67,53,2,2,"$115,210 ",Yes,M,Masters,Lawyer,41,"$31,440 ",1,Minivan,"$5,121 ",0,6,10
9466,9-Apr-78,42,0,1,"$67,396 ",No,M,Masters,Home Maker,10,"$39,318 ",15,Van,"$20,624 ",3,8,9
9467,13-Feb-71,49,0,9,"$137,496 ",Yes,F,Bachelors,Professional,30,"$27,797 ",5,Van,"$21,338 ",1,6,2
9468,11-Nov-89,31,0,12,"$43,451 ",No,F,PhD,Lawyer,11,"$23,449 ",15,SUV,"$17,253 ",2,6,9
9469,14-Jul-81,39,0,0,"$116,321 ",No,F,Masters,Clerical,36,"$30,869 ",11,Van,"$8,015 ",0,2,11
9470,30-Nov-84,36,4,9,"$96,546 ",No,M,High School,Student,41,"$14,127 ",12,SUV,"$18,424 ",0,3,4
9471,28-Sep-67,53,0,6,"$64,182 ",No,F,PhD,Doctor,16,"$25,441 ",9,Van,"$10,967 ",0,2,0
9472,2-Mar-88,32,4,3,"$78,411 ",No,M,PhD,Student,43,"$24,142 ",5,Minivan,"$11,852 ",0,2,9
9473,9-Feb-03,17,0,7,"$133,448 ",No,F,High School,Doctor,29,"$32,188 ",8,Panel Truck,"$9,348 ",0,8,8
9474,20-Jan-97,24,0,6,"$108,157 ",No,M,Bachelors,Professional,21,"$35,570 ",15,Minivan,$97 ,0,1,8
9475,28-Apr-95,25,0,5,"$130,395 ",No,F,High School,Doctor,27,"$32,767 ",6,Panel Truck,"$24,660 ",0,7,2
9476,16-Jul-69,51,3,0,"$33,226 ",Yes,M,Bachelors,Lawyer,29,"$27,860 ",13,Minivan,"$22,343 ",0,10,9
9477,18-Mar-03,17,0,13,"$61,846 ",Yes,F,Masters,Manager,33,"$35,798 ",10,Van,"$16,400 ",3,5,4
9478,9-Jun-72,48,1,0,"$46,316 ",Yes,M,PhD,Blue Collar,11,"$18,871 ",6,Sports Car,"$7,762 ",0,0,1
9479,4-Sep-83,37,1,12,"$126,347 ",Yes,F,Bachelors,Student,45,"$28,176 ",8,Minivan,"$13,481 ",0,0,3
9480,13-Mar-92,28,2,4,"$149,005 ",No,F,Bachelors,Manager,28,"$30,254 ",8,Pickup,"$24,694 ",3,4,2
9481,6-Jan-74,47,3,11,"$144,923 ",Yes,M,PhD,Clerical,10,"$39,877 ",12,Pickup,"$22,609 ",3,6,15
9482,14-Mar-01,19,4,10,"$145,085 ",Yes,M,PhD,Home Maker,41,"$37,442 ",9,SUV,"$21,869 ",0,4,2
9483,24-Apr-86,34,2,2,"$43,569 ",No,F,PhD,Home Maker,11,"$28,668 ",15,Sports Car,"$18,040 ",0,0,2
9484,2-Jul-76,44,2,4,"$33,414 ",Yes,M,PhD,Professional,21,"$36,122 ",8,Pickup,"$21,310 ",0,0,1
9485,19-Sep-96,24,3,3,"$102,168 ",Yes,F,High School,Lawyer,19,"$18,736 ",15,SUV,"$12,155 ",0,5,13
9486,4-Apr-93,27,0,8,"$51,585 ",No,F,Masters,Home Maker,16,"$27,831 ",11,Sports Car,"$15,726 ",2,9,0
9487,5-May-69,51,0,7,"$128,421 ",Yes,M,Masters,Professional,27,"$28,595 ",15,SUV,"$23,653 ",0,1,3
9488,25-Mar-67,53,4,1,"$57,479 ",Yes,F,High School,Student,18,"$35,431 ",13,Pickup,"$20,023 ",0,0,13
9489,5-Feb-65,56,2,0,"$77,085 ",Yes,F,Bachelors,Home Maker,32,"$22,007 ",8,Van,"$12,482 ",3,1,3
9490,21-May-73,47,4,5,"$87,031 ",Yes,F,High School,Student,41,"$33,059 ",5,Minivan,"$5,484 ",2,10,6
9491,26-Oct-82,38,0,5,"$45,266 ",Yes,M,High School,Blue Collar,15,"$18,889 ",14,Van,"$22,041 ",0,5,4
9492,29-Jan-97,24,0,5,"$68,780 ",Yes,M,Masters,Home Maker,29,"$25,137 ",12,Van,"$6,016 ",3,6,11
9493,16-Sep-80,40,0,10,"$73,594 ",Yes,F,PhD,Professional,39,"$33,328 ",7,SUV,"$18,599 ",0,1,14
9494,5-Nov-91,29,4,1,"$40,524 ",Yes,M,Bachelors,Student,30,"$15,053 ",9,Minivan,"$10,421 ",0,7,5
9495,23-Nov-71,49,2,11,"$148,485 ",Yes,M,Masters,Professional,24,"$24,827 ",8,Pickup,"$25,036 ",3,6,2
9496,19-Jul-86,34,2,1,"$128,643 ",No,M,PhD,Professional,29,"$35,506 ",6,SUV,"$10,763 ",0,7,15
9497,21-Nov-01,19,3,13,"$84,617 ",No,F,High School,Clerical,34,"$18,126 ",7,Panel Truck,"$15,514 ",0,9,4
9498,22-Nov-85,35,1,10,"$143,444 ",Yes,F,Masters,Lawyer,24,"$33,238 ",4,Sports Car,$441 ,2,5,11
9499,23-May-71,49,0,6,"$103,094 ",Yes,F,PhD,Doctor,34,"$29,233 ",3,Van,"$22,058 ",2,9,12
9500,8-May-85,35,1,13,"$79,245 ",Yes,F,Masters,Clerical,10,"$34,813 ",10,Minivan,"$24,972 ",0,5,12
9501,31-Jan-92,29,0,13,"$86,955 ",No,M,High School,Clerical,16,"$28,424 ",3,Panel Truck,"$24,755 ",3,6,5
9502,1-May-71,49,2,5,"$65,668 ",No,M,Bachelors,Doctor,23,"$19,264 ",2,Sports Car,"$11,867 ",0,9,3
9503,11-Feb-85,35,0,10,"$94,692 ",Yes,F,Masters,Manager,29,"$25,635 ",3,SUV,"$12,174 ",0,9,7
9504,23-Oct-03,17,2,12,"$144,053 ",No,M,High School,Home Maker,32,"$22,466 ",12,SUV,"$23,185 ",2,1,1
9505,11-Jul-68,52,3,4,"$72,418 ",Yes,M,High School,Student,34,"$19,592 ",9,Pickup,"$11,931 ",0,9,9
9506,12-Mar-02,18,0,5,"$47,279 ",Yes,F,Bachelors,Student,39,"$29,996 ",13,Van,"$25,772 ",2,10,2
9507,14-Aug-91,29,0,10,"$85,964 ",No,F,PhD,Doctor,15,"$26,187 ",7,Pickup,"$13,332 ",0,9,1
9508,14-Aug-81,39,2,4,"$86,981 ",Yes,M,Bachelors,Lawyer,28,"$16,749 ",3,Van,"$6,166 ",2,8,2
9509,17-Jun-82,38,0,1,"$143,025 ",No,F,PhD,Clerical,27,"$39,059 ",14,Sports Car,"$5,792 ",0,6,2
9510,14-Feb-81,39,3,7,"$111,870 ",No,F,Bachelors,Manager,26,"$22,624 ",8,Minivan,"$16,760 ",0,0,4
9511,23-Dec-81,39,0,12,"$121,490 ",No,F,Masters,Blue Collar,15,"$38,329 ",3,Minivan,"$18,903 ",3,10,13
9512,28-Jun-85,35,4,13,"$130,325 ",Yes,M,PhD,Clerical,24,"$38,726 ",7,Van,"$9,619 ",0,6,10
9513,13-Feb-98,22,4,11,"$122,250 ",Yes,M,High School,Lawyer,29,"$19,347 ",2,Sports Car,"$9,155 ",2,3,11
9514,7-Aug-73,47,3,1,"$86,927 ",Yes,F,High School,Lawyer,16,"$22,287 ",4,Sports Car,"$7,000 ",0,8,3
9515,2-Apr-03,17,2,2,"$56,644 ",No,F,High School,Professional,10,"$17,058 ",3,SUV,"$3,696 ",1,9,13
9516,12-May-80,40,2,8,"$75,659 ",No,F,High School,Clerical,13,"$38,963 ",12,Sports Car,"$1,952 ",0,0,5
9517,17-Nov-91,29,0,10,"$100,602 ",Yes,F,PhD,Home Maker,35,"$34,973 ",1,Panel Truck,"$9,340 ",0,4,13
9518,6-Oct-86,34,2,13,"$115,824 ",No,M,PhD,Manager,32,"$31,359 ",5,Minivan,"$26,956 ",0,7,13
9519,17-May-89,31,0,7,"$107,810 ",Yes,M,Masters,Student,20,"$18,843 ",14,Minivan,"$17,305 ",0,5,14
9520,28-Dec-91,29,0,5,"$78,056 ",No,F,High School,Lawyer,24,"$22,208 ",13,Sports Car,"$17,864 ",1,2,13
9521,27-Aug-96,24,3,10,"$68,393 ",No,F,Masters,Home Maker,32,"$35,957 ",1,Sports Car,"$3,994 ",0,7,0
9522,7-Dec-72,48,4,5,"$104,877 ",Yes,F,Bachelors,Student,14,"$27,469 ",10,SUV,"$7,988 ",2,7,4
9523,22-Jan-69,52,0,13,"$86,607 ",No,F,PhD,Home Maker,17,"$18,155 ",10,Sports Car,"$3,606 ",0,8,11
9524,20-Feb-87,33,3,1,"$52,710 ",Yes,M,PhD,Home Maker,28,"$20,303 ",2,Panel Truck,"$14,466 ",0,2,9
9525,7-Jan-82,39,0,11,"$138,687 ",No,F,High School,Manager,45,"$16,192 ",13,Sports Car,"$5,588 ",0,10,15
9526,17-Apr-70,50,1,2,"$86,639 ",No,M,High School,Lawyer,41,"$16,781 ",14,Van,"$14,857 ",1,2,2
9527,9-May-73,47,0,8,"$56,358 ",Yes,M,High School,Professional,37,"$38,928 ",10,Minivan,"$24,170 ",0,4,1
9528,21-Oct-00,20,2,8,"$99,458 ",Yes,M,Bachelors,Manager,11,"$31,869 ",14,Van,"$14,213 ",2,1,8
9529,29-Sep-84,36,3,6,"$139,087 ",No,F,PhD,Lawyer,36,"$26,091 ",7,Minivan,"$5,903 ",0,10,6
9530,20-Jul-03,17,0,3,"$81,368 ",Yes,F,PhD,Lawyer,39,"$29,471 ",1,Panel Truck,"$11,785 ",0,1,9
9531,5-Nov-68,52,2,0,"$147,281 ",Yes,M,High School,Blue Collar,11,"$15,698 ",5,Panel Truck,"$11,588 ",0,5,3
9532,12-Dec-78,42,1,13,"$127,071 ",No,F,PhD,Clerical,45,"$22,103 ",7,Panel Truck,"$24,390 ",0,0,1
9533,6-Jul-96,24,1,4,"$120,851 ",Yes,M,PhD,Professional,45,"$28,949 ",11,SUV,"$11,097 ",1,1,3
9534,29-Feb-76,44,0,11,"$121,803 ",No,F,Masters,Doctor,31,"$15,711 ",7,Pickup,"$5,198 ",1,7,5
9535,26-Sep-66,54,2,8,"$94,880 ",No,M,PhD,Manager,10,"$35,104 ",2,Sports Car,"$19,574 ",0,1,6
9536,15-Mar-77,43,2,1,"$144,676 ",Yes,M,Bachelors,Student,10,"$18,648 ",8,Sports Car,"$18,599 ",3,6,0
9537,19-Feb-74,46,0,4,"$31,003 ",Yes,M,High School,Blue Collar,13,"$24,514 ",8,Minivan,"$14,290 ",0,5,1
9538,16-Nov-92,28,1,5,"$42,043 ",Yes,M,PhD,Blue Collar,23,"$32,207 ",7,Pickup,"$9,963 ",0,0,1
9539,19-May-68,52,3,8,"$119,577 ",Yes,M,Masters,Student,15,"$36,026 ",5,Van,"$7,296 ",0,8,8
9540,10-Jan-91,30,1,6,"$83,451 ",No,M,High School,Student,41,"$29,632 ",11,SUV,"$6,516 ",3,9,4
9541,3-Aug-66,54,0,8,"$80,309 ",No,F,High School,Blue Collar,37,"$34,151 ",15,SUV,"$20,226 ",0,9,9
9542,23-Dec-77,43,0,0,"$91,652 ",Yes,F,Masters,Lawyer,10,"$23,319 ",5,Van,"$13,156 ",1,10,14
9543,16-Dec-95,25,0,1,"$96,138 ",No,F,PhD,Student,24,"$18,797 ",5,Sports Car,"$7,056 ",1,10,5
9544,23-Dec-98,22,0,1,"$146,395 ",Yes,F,High School,Professional,29,"$25,805 ",14,Minivan,$552 ,2,1,8
9545,30-Mar-76,44,0,0,"$102,842 ",No,F,Masters,Student,29,"$30,072 ",1,Pickup,"$21,689 ",0,10,11
9546,13-Aug-70,50,0,6,"$97,576 ",Yes,F,High School,Clerical,30,"$32,522 ",4,Panel Truck,"$8,552 ",0,6,9
9547,18-Jul-78,42,0,4,"$54,259 ",No,F,Masters,Blue Collar,35,"$22,241 ",7,SUV,"$7,447 ",0,5,3
9548,15-Sep-87,33,2,10,"$146,867 ",Yes,F,Bachelors,Professional,25,"$38,494 ",12,Panel Truck,"$6,774 ",0,8,1
9549,10-Feb-81,39,0,7,"$45,448 ",Yes,F,Bachelors,Doctor,11,"$29,103 ",4,Sports Car,"$12,460 ",0,3,10
9550,10-Nov-82,38,3,0,"$39,518 ",Yes,M,Bachelors,Doctor,44,"$25,471 ",10,SUV,"$3,917 ",0,2,13
9551,17-Sep-68,52,1,5,"$78,917 ",No,M,High School,Home Maker,39,"$25,658 ",9,Minivan,"$10,319 ",1,7,11
9552,31-Mar-70,50,3,8,"$147,236 ",No,M,Masters,Doctor,19,"$26,937 ",5,Sports Car,"$3,978 ",2,5,10
9553,21-Apr-91,29,3,12,"$77,195 ",No,M,Bachelors,Clerical,24,"$28,784 ",14,Panel Truck,"$13,320 ",0,0,9
9554,19-Apr-69,51,0,4,"$98,652 ",No,M,Bachelors,Blue Collar,33,"$21,684 ",1,Pickup,"$10,695 ",0,10,8
9555,28-Nov-89,31,4,0,"$38,992 ",No,M,PhD,Professional,10,"$16,655 ",14,Sports Car,$938 ,3,10,11
9556,13-Dec-82,38,2,6,"$77,021 ",No,F,PhD,Lawyer,33,"$14,009 ",5,SUV,"$16,301 ",0,0,11
9557,31-Jan-88,33,3,10,"$116,182 ",Yes,M,PhD,Clerical,39,"$22,348 ",12,Van,"$17,851 ",2,1,5
9558,20-Feb-96,24,1,10,"$60,048 ",No,F,High School,Blue Collar,39,"$32,211 ",10,Panel Truck,"$8,700 ",0,6,11
9559,7-Apr-71,49,4,5,"$87,168 ",Yes,M,Masters,Doctor,11,"$27,316 ",8,SUV,"$2,229 ",0,3,5
9560,27-Mar-76,44,4,7,"$78,308 ",No,M,Bachelors,Manager,25,"$20,112 ",13,Sports Car,"$3,360 ",3,1,11
9561,15-Dec-94,26,2,9,"$148,221 ",No,M,High School,Student,23,"$34,265 ",12,SUV,"$7,000 ",0,10,9
9562,1-Jun-71,49,0,11,"$135,016 ",Yes,F,PhD,Clerical,24,"$29,779 ",5,Minivan,"$17,868 ",2,1,10
9563,11-Dec-84,36,0,7,"$119,270 ",No,F,Masters,Home Maker,39,"$24,628 ",8,Minivan,"$6,398 ",0,4,0
9564,2-Apr-73,47,1,6,"$81,230 ",Yes,M,High School,Professional,31,"$26,532 ",8,SUV,$238 ,2,10,13
9565,3-Sep-72,48,0,8,"$69,009 ",No,F,Bachelors,Doctor,37,"$21,060 ",5,Minivan,"$18,262 ",0,3,5
9566,23-Mar-86,34,2,2,"$58,356 ",No,M,PhD,Manager,24,"$28,433 ",14,Minivan,"$12,159 ",0,8,7
9567,27-Dec-69,51,0,2,"$46,144 ",Yes,M,Bachelors,Doctor,30,"$19,408 ",5,Pickup,"$16,462 ",0,2,4
9568,14-Jan-01,20,0,13,"$117,295 ",No,M,High School,Professional,43,"$33,714 ",4,Sports Car,"$12,075 ",1,2,6
9569,20-Jan-71,50,0,3,"$76,749 ",Yes,F,High School,Doctor,39,"$32,425 ",10,Pickup,"$24,526 ",2,8,9
9570,17-Dec-76,44,1,7,"$142,884 ",No,M,Bachelors,Student,37,"$20,779 ",3,Sports Car,"$20,702 ",3,1,10
9571,24-Mar-66,54,3,4,"$103,494 ",Yes,F,Bachelors,Manager,23,"$31,507 ",1,Van,"$23,288 ",2,6,5
9572,23-Aug-74,46,2,6,"$99,247 ",Yes,F,PhD,Doctor,30,"$24,320 ",1,Pickup,"$22,618 ",1,6,8
9573,8-May-75,45,0,4,"$122,635 ",Yes,F,Bachelors,Clerical,37,"$34,185 ",5,Sports Car,"$17,860 ",0,8,6
9574,6-May-67,53,0,1,"$105,584 ",No,M,Masters,Lawyer,25,"$23,611 ",3,Sports Car,"$16,529 ",2,4,9
9575,15-Dec-73,47,3,9,"$37,651 ",Yes,F,PhD,Doctor,33,"$36,883 ",4,Pickup,"$11,458 ",1,0,7
9576,7-Sep-68,52,0,9,"$86,391 ",Yes,M,PhD,Lawyer,15,"$33,833 ",2,Minivan,"$8,412 ",0,10,8
9577,27-Aug-97,23,0,6,"$120,964 ",Yes,M,PhD,Lawyer,42,"$37,524 ",5,Panel Truck,"$7,311 ",0,9,1
9578,19-Jun-00,20,0,7,"$87,356 ",No,F,Masters,Lawyer,43,"$15,842 ",2,SUV,"$8,589 ",0,0,8
9579,8-Sep-98,22,1,4,"$68,421 ",No,F,Masters,Manager,11,"$34,851 ",4,SUV,"$26,461 ",1,8,8
9580,28-Nov-80,40,4,13,"$114,127 ",No,F,PhD,Home Maker,24,"$22,172 ",4,Pickup,"$10,028 ",0,0,2
9581,27-Jan-03,18,4,13,"$58,383 ",Yes,F,Masters,Professional,31,"$22,293 ",11,Panel Truck,"$5,535 ",0,9,11
9582,28-Mar-67,53,0,7,"$89,569 ",Yes,M,Masters,Manager,45,"$25,263 ",1,Panel Truck,"$11,395 ",0,2,15
9583,4-Oct-75,45,1,10,"$106,882 ",Yes,M,High School,Clerical,24,"$39,329 ",6,Panel Truck,"$1,658 ",0,7,9
9584,18-Apr-96,24,0,12,"$128,334 ",Yes,M,Bachelors,Doctor,22,"$26,314 ",10,SUV,"$4,910 ",1,1,12
9585,24-Feb-94,26,0,2,"$119,826 ",No,M,PhD,Home Maker,23,"$28,002 ",8,Van,"$17,212 ",1,3,13
9586,4-Dec-90,30,4,4,"$89,140 ",Yes,F,High School,Student,22,"$21,775 ",7,Pickup,"$3,784 ",2,0,3
9587,3-Oct-92,28,0,6,"$121,900 ",No,M,PhD,Lawyer,25,"$28,581 ",15,Pickup,"$13,449 ",3,10,4
9588,25-Dec-89,31,2,5,"$135,875 ",Yes,F,Masters,Clerical,13,"$39,699 ",14,Pickup,"$2,913 ",0,6,11
9589,5-Apr-96,24,0,1,"$53,860 ",No,M,PhD,Doctor,40,"$16,822 ",3,Van,"$20,912 ",1,6,4
9590,20-Feb-74,46,0,0,"$44,220 ",Yes,F,Bachelors,Student,34,"$24,285 ",7,Pickup,"$1,278 ",3,4,6
9591,25-Dec-88,32,0,0,"$36,396 ",Yes,F,Bachelors,Student,39,"$23,630 ",8,Pickup,"$7,820 ",0,7,2
9592,15-Nov-77,43,2,4,"$129,904 ",No,M,High School,Home Maker,17,"$31,716 ",10,Van,"$26,798 ",0,9,1
9593,21-Mar-01,19,0,2,"$120,112 ",No,F,PhD,Student,28,"$17,900 ",11,SUV,"$3,276 ",2,9,1
9594,24-Dec-87,33,2,11,"$65,605 ",Yes,M,Masters,Lawyer,11,"$25,250 ",4,Van,"$22,387 ",3,3,1
9595,15-Dec-76,44,0,11,"$85,895 ",Yes,F,Masters,Blue Collar,13,"$16,654 ",4,Panel Truck,"$15,948 ",2,3,4
9596,14-Sep-01,19,2,12,"$66,750 ",No,F,PhD,Lawyer,27,"$28,983 ",11,Minivan,"$14,768 ",2,4,10
9597,31-Aug-79,41,4,0,"$84,637 ",No,M,Masters,Professional,29,"$28,351 ",2,SUV,"$23,952 ",2,6,11
9598,15-Dec-74,46,1,7,"$138,503 ",Yes,F,Masters,Blue Collar,30,"$15,613 ",14,Minivan,"$5,866 ",0,0,0
9599,15-Jun-98,22,1,13,"$111,294 ",Yes,M,PhD,Clerical,26,"$19,217 ",15,SUV,"$22,613 ",0,9,12
9600,4-Dec-00,20,4,3,"$85,595 ",Yes,F,Bachelors,Manager,29,"$38,110 ",14,Panel Truck,"$11,976 ",0,3,14
9601,7-Apr-93,27,0,12,"$108,283 ",Yes,M,Masters,Home Maker,12,"$33,042 ",15,SUV,"$7,119 ",2,3,10
9602,24-Sep-01,19,1,9,"$40,689 ",Yes,F,High School,Professional,27,"$25,918 ",10,Minivan,$212 ,0,6,4
9603,23-Oct-74,46,2,10,"$57,210 ",No,F,High School,Lawyer,12,"$19,235 ",8,SUV,"$9,745 ",3,5,8
9604,5-Apr-80,40,0,5,"$68,384 ",No,F,Masters,Manager,14,"$34,942 ",5,Minivan,"$7,596 ",3,6,9
9605,13-Oct-88,32,3,5,"$54,753 ",No,F,Bachelors,Professional,29,"$19,113 ",5,Minivan,"$19,310 ",3,1,8
9606,3-Mar-03,17,0,1,"$47,864 ",Yes,F,Bachelors,Student,16,"$23,039 ",7,Van,"$5,629 ",0,8,8
9607,14-Dec-69,51,3,1,"$126,262 ",No,M,High School,Professional,41,"$20,515 ",3,Panel Truck,"$13,523 ",2,5,11
9608,31-Mar-74,46,0,6,"$102,012 ",No,F,High School,Blue Collar,13,"$34,145 ",4,SUV,"$6,918 ",0,1,11
9609,8-Feb-90,30,3,3,"$77,669 ",Yes,F,High School,Home Maker,43,"$16,417 ",5,Sports Car,"$15,932 ",0,6,5
9610,14-Jun-81,39,3,5,"$55,212 ",No,F,Masters,Manager,15,"$21,348 ",10,Panel Truck,"$5,839 ",3,2,14
9611,24-Sep-86,34,0,4,"$146,177 ",Yes,F,PhD,Student,16,"$28,229 ",4,Sports Car,"$14,417 ",0,1,9
9612,23-Dec-92,28,4,13,"$104,661 ",Yes,F,Bachelors,Blue Collar,41,"$24,538 ",3,Van,"$20,899 ",3,4,0
9613,21-Jul-73,47,0,13,"$59,141 ",Yes,M,Bachelors,Home Maker,39,"$34,356 ",8,Sports Car,"$25,458 ",3,9,12
9614,10-Jan-97,24,0,11,"$102,733 ",No,F,Masters,Clerical,28,"$19,876 ",11,Panel Truck,$125 ,0,1,6
9615,16-Jan-91,30,1,7,"$56,592 ",No,M,PhD,Manager,17,"$27,161 ",3,Minivan,"$22,883 ",3,7,15
9616,9-Jan-92,29,0,2,"$147,299 ",Yes,M,PhD,Manager,27,"$31,355 ",11,Panel Truck,"$26,101 ",0,7,3
9617,20-Jun-65,55,1,11,"$35,011 ",Yes,F,PhD,Lawyer,10,"$34,942 ",8,Panel Truck,"$7,388 ",1,2,10
9618,13-Nov-82,38,0,2,"$104,969 ",Yes,F,Bachelors,Manager,42,"$31,040 ",2,Van,"$19,342 ",3,5,12
9619,11-Oct-73,47,4,10,"$62,762 ",No,F,High School,Lawyer,28,"$19,561 ",6,Pickup,"$5,529 ",0,4,2
9620,18-May-01,19,3,5,"$102,820 ",Yes,F,PhD,Professional,44,"$16,073 ",7,Van,"$18,331 ",0,5,6
9621,5-May-78,42,2,7,"$121,563 ",No,M,Masters,Blue Collar,30,"$27,504 ",13,Minivan,"$9,728 ",0,5,5
9622,6-Sep-77,43,1,5,"$103,235 ",No,F,Masters,Professional,23,"$18,123 ",15,Sports Car,"$26,173 ",0,9,3
9623,30-Aug-79,41,2,0,"$130,750 ",No,M,High School,Clerical,10,"$31,680 ",3,Pickup,"$3,639 ",1,3,6
9624,31-Mar-70,50,1,10,"$90,281 ",Yes,F,Bachelors,Lawyer,22,"$32,027 ",15,Van,"$19,036 ",0,7,9
9625,8-Jan-03,18,1,3,"$81,494 ",No,F,Masters,Home Maker,42,"$21,893 ",11,Pickup,"$1,473 ",0,6,5
9626,10-Nov-77,43,3,2,"$116,473 ",Yes,F,PhD,Manager,28,"$19,389 ",7,Panel Truck,"$6,173 ",2,0,7
9627,30-Oct-72,48,4,11,"$135,375 ",No,F,Bachelors,Manager,33,"$16,145 ",7,Pickup,"$23,366 ",0,8,0
9628,16-Feb-93,27,2,9,"$144,662 ",Yes,M,Masters,Blue Collar,43,"$20,619 ",12,Pickup,"$20,684 ",1,0,13
9629,26-Dec-67,53,3,1,"$75,659 ",Yes,M,PhD,Blue Collar,30,"$31,382 ",8,Sports Car,"$17,436 ",0,9,10
